Titles,Labels
Hyperbolic polygons of minimal perimeter in punctured discs,math.GT
Hyperbolic manifolds with convex boundary,math.GT
The classification of highly connected manifolds in dimensions 7 and 15,math.GT
Torsions of 3-manifolds,math.GT
Injectivity Radius Bounds in Hyperbolic Convex Cores I,math.GT
The volume of hyperbolic alternating link complements,math.GT
Power sums and Homfly skein theory,math.GT
The level four braid group,math.GT
"On the disk complexes of weakly reducible, unstabilized Heegaard
  splittings of genus three III - Generalized Heegaard splittings and mapping
  classes",math.GT
"Equivariant Ricci flow with surgery and applications to finite group
  actions on geometric 3-manifolds",math.GT
Khovanov homology: torsion and thickness,math.GT
"The block structure spaces of real projective spaces and orthogonal
  calculus of functors II",math.GT
The braided Ptolemy-Thompson group is finitely presented,math.GT
Khovanov homology and the slice genus,math.GT
A Legendrian Thurston-Bennequin bound from Khovanov homology,math.GT
Burnside kei,math.GT
"The computation of the non-commutative generalization of the
  A-polynomial for the figure-eight knot",math.GT
PrÌ©sentations duales des groupes de tresses de type affine $\tilde A$,math.GT
The coarse classification of homogeneous ultra-metric spaces,math.GT
Local torus actions modeled on the standard representation,math.GT
On the geometric nature of characteristic classes of surface bundles,math.GT
Modified 6j-Symbols and 3-Manifold Invariants,math.GT
A Note on Topologically-Trivial Braids,math.GT
Geography of spin symplectic 4-manifolds with abelian fundamental group,math.GT
On the Classification of Planar Contact Structures,math.GT
Homomorphims from the fundamental group of planar sets,math.GT
Fundamental groups of Peano continua,math.GT
Homomorphic expansions for knotted trivalent graphs,math.GT
Semisimple actions of mapping class groups on CAT(0) spaces,math.GT
On stable commutator length in hyperelliptic mapping class groups,math.GT
Closed flat Riemannian 4-manifolds,math.GT
Small dilatation pseudo-Anosovs and 3-manifolds,math.GT
"Superinjective Simplicial Maps of the Complexes of Curves on
  Nonorientable Surfaces",math.GT
"On affine maps on non-compact convex sets and some characterizations of
  finite-dimensional solid ellipsoids",math.GT
Convergence properties of end invariants,math.GT
"Homology TQFT's and the Alexander-Reidemeister Invariant of 3-Manifolds
  via Hopf Algebras and Skein Theory",math.GT
Algebra of dimension theory,math.GT
Asymptotically exact spaces and coarse assembly,math.GT
A Hennings TQFT Construction for Quasi-Hopf Algebras,math.GT
Generating families and constructible sheaves,math.GT
Triple gear,math.GT
Local calibration of mass and systolic geometry,math.GT
Global Stability for Holomorphic Foliations in Kaehler Manifolds,math.GT
"Fold maps with singular value sets having no self-intersections and
  homological properties of their Reeb spaces",math.GT
Augmentations and Rulings of Legendrian Links in $\#^k(S^1\times S^2)$,math.GT
"Once punctured disks, non-convex polygons, and pointihedra",math.GT
Wilder continua and their subfamilies as coanalytic absorbers,math.GT
"Hyperbolic rational homology spheres not admitting fillable contact
  structures",math.GT
"Connectedness of planar self-affine sets associated with non-consecutive
  collinear digit sets",math.GT
On the ranks of the algebraic $K$-Theory of hyperbolic groups,math.GT
On the cohomology of pure mapping class groups as FI-modules,math.GT
Continuous selections of multivalued mappings,math.GT
Higher-order Brunnian structures and possible physical realizations,math.GT
"Singularity of the varieties of representations of lattices in solvable
  Lie groups",math.GT
"Any finite group acts freely and homologically trivially on a product of
  spheres",math.GT
The Combinatorics of Directed Planar Trees,math.GT
A Metric for genus-zero surfaces,math.GT
Coarse indices of twisted operators,math.GT
Long-time behavior of 3 dimensional Ricci flow -- Introduction,math.GT
Formality properties of finitely generated groups and Lie algebras,math.GT
New directions in Nielsen-Reidemeister theory,math.GT
Is Zero a Natural Number?,math.HO
Is mathematical history written by the victors?,math.HO
"Some perfect cards shuffles (French title: Quelques mÌ©langes parfaits
  de cartes)",math.HO
Order from Randomness,math.HO
"Unraveling the secret of Benjamin Franklin: Constructing Franklin
  squares of higher order",math.HO
Validation of a Model of the Domino Effect?,math.HO
"The mathematics in middle-aged Arab caliphate and it application to
  contemporary teaching in high schools",math.HO
"Max Dehn, Axel Thue, and the Undecidable",math.HO
"Hypergeometric heritage of W.N. Bailey. With an appendix: Bailey's
  letters to F. Dyson",math.HO
Electronic Mathematics Journals,math.HO
"An illustration of a paradox about the idoneal, or suitable, numbers",math.HO
Nice Neighbors: A brief adventure in mathematical gamification,math.HO
Features of a high school olympiad problem,math.HO
On Triples of Numbers,math.HO
About Cantor Works on Trigonometric Series,math.HO
Mathematics via Symmetry,math.HO
African Doctorates in Mathematics from Burkina-Faso,math.HO
"About the proof of the so called exact classical confidence intervals.
  Where is the trick?",math.HO
The Riemann Hypothesis over Finite Fields: From Weil to the Present Day,math.HO
The Foundations of Analysis,math.HO
Life and work of the mathemagician Srinivasa Ramanujan,math.HO
Tibetan calendar mathematics,math.HO
Polya by Examples,math.HO
"Ramanujan, Robin, Highly Composite Numbers, and the Riemann Hypothesis",math.HO
"A Simple Counterexample to Havil's ""Reformulation"" of the Riemann
  Hypothesis",math.HO
"A general method for investigating the roots of all equations by
  approximation",math.HO
The Wild Number Problem: math or fiction?,math.HO
Variations on a Theme by James Stirling,math.HO
Georges de Rham 1903--1990,math.HO
"The Calculus Concept Readiness (CCR) Instrument: Assessing Student
  Readiness for Calculus",math.HO
A case of mathematical eponymy: the Vandermonde determinant,math.HO
"From quaternions to cosmology: spaces of constant curvature, ca.
  1873-1925",math.HO
Memoria of Valery Anatolievich Senderov,math.HO
Online resources in mathematics: teachers' genesis of use,math.HO
Conformally correct tilings,math.HO
Courant Algebroids. A Short History,math.HO
Foundations of Mathematics,math.HO
Classical/Quantum=Commutative/Noncommutative?,math.HO
Truth and the liar paradox,math.HO
Sobolev Institute of Mathematics Celebrates its Fiftieth Anniversary,math.HO
Two philosophical applications of algorithmic information theory,math.HO
Empirische Theorien im Kontext der Mathematikdidaktik,math.HO
Review of Steven H. Weintraub's Differential Forms: Theory and Practice,math.HO
Leibniz's Definition of Monad,math.HO
"Husserl, Cantor & Hilbert: La Grande Crise des Fondements Mathematiques
  du XIXeme Siecle",math.HO
"Eratosthenes and Pliny, Greek geometry and Roman follies",math.HO
"Die Bedeutung empirischer Theorien fÌ_r die Entwicklung von
  Gruppierungen",math.HO
Classical Lebesgue Integration Theorems for the Riemann Integral,math.HO
Dragons and Kasha,math.HO
The Legacy of the IST,math.HO
Pythagoras' theorem via equilateral triangles,math.HO
"Some recent trends from research mathematics and their connections to
  teaching: Case studies inspired by parallel developments in science and
  technology",math.HO
"Infinity - A simple, but not too simple introduction",math.HO
What's in YOUR wallet?,math.HO
The Skorokhod embedding problem and its offspring,math.HO
Some personal reminiscences of Olga Taussky,math.HO
Symmetries in Images on Ancient Seals,math.HO
Fibonacci numbers and the golden ratio,math.HO
Fonction constante et dÌ©rivÌ©e nulle : un rÌ©sultat si trivial..,math.HO
Is set theory indispensable?,math.HO
The Structure of a Bernoulli Process Variation of the Fibonacci Sequence,math.HO
WeierstraÌÙ,math.HO
SIAM 2020,math.HO
"Non commutative geometry for outsiders; an elementary introduction to
  motivations and tools",math.HO
"L'inauguration des sÌ©ries trigonomÌ©triques dans la ThÌ©orie
  analytique de la chaleur de Fourier et dans la controverse des cordes
  vibrantes",math.HO
Few more Comments on Benford's Law,math.HO
"Collective design of an online math textbook: when individual and
  collective documentation works meet",math.HO
Ten Misconceptions from the History of Analysis and Their Debunking,math.HO
On an error in the star puzzle by Henry E. Dudeney,math.HO
Notes on Probability Theory,math.HO
"Translation of Michael Sadowsky's paper ""The differential equations of
  the MÌ¦bius band""",math.HO
A Historical Perspective on the Topology and Physics of Hyperspace,math.HO
On the origin of Hilbert Geometry,math.HO
"Iron Rings, Doctor Honoris Causa Raoul Bott, Carl Herz, and a Hidden
  Hand",math.HO
How would Riemann evaluate $ë¦(2n)$?,math.HO
What is good mathematics?,math.HO
An annotated bibliography of work related to gender in science,math.HO
"Fermat, Leibniz, Euler, and the gang: The true history of the concepts
  of limit and shadow",math.HO
Universal volume bounds in Riemannian manifolds,math.HO
"Philosophy as a cultural resource and medium of reflection for Hermann
  Weyl",math.HO
On Bernoulli Numbers and Its Properties,math.HO
Some aspects of the functor K_2 of fields,math.HO
"The algebraic cast of PoincarÌ©'s MÌ©thodes nouvelles de la
  mÌ©canique cÌ©leste",math.HO
"The mathematics in middle-aged Arab caliphate and it application to
  contemporary teaching in high schools",math.HO
A Primer on Stochastic Differential Geometry for Signal Processing,math.HO
Applications of AI for Magic Squares,math.HO
Apportionment methods,math.HO
"Uncovering Ramanujan's ""Lost"" Notebook: An Oral History",math.HO
The Area of the Surface Generated by Revolving a Graph About Any Line,math.HO
Une lettre d'Henri Lebesgue ÌÊ Ìälie Cartan,math.HO
"A solution to a problem of Fermat, on two numbers of which the sum is a
  square and the sum of their squares is a biquadrate, inspired by the
  Illustrious La Grange",math.HO
The Future of Set Theory,math.HO
"""Strange"" occurrences in SuperEnalotto",math.HO
Boole's Method I. A Modern Version,math.HO
"From quaternions to cosmology: spaces of constant curvature, ca.
  1873-1925",math.HO
"Un problema da discutere: una rappresentazione geometrica del teorema
  del coseno",math.HO
Flashes of noncommutativity,math.HO
A Cauchy-Dirac delta function,math.HO
The regularized product of the Fibonacci numbers,math.HO
DIGITAL ERA: Universal Bimagic Squares,math.HO
"A Non-differential Distributed Space-Time Coding for Partially-Coherent
  Cooperative Communication",math.IT
Space-Time Codes from Structured Lattices,math.IT
"Resampling and requantization of band-limited Gaussian stochastic
  signals with flat power spectrum",math.IT
"A Single-letter Upper Bound for the Sum Rate of Multiple Access Channels
  with Correlated Sources",math.IT
"Technical Report: MIMO B-MAC Interference Network Optimization under
  Rate Constraints by Polite Water-filling and Duality",math.IT
On the Secure DoF of the Single-Antenna MAC,math.IT
"Imbalanced Beamforming by a Multi-antenna Source for Secure Utilization
  of an Untrusted Relay",math.IT
"Inner and Outer Bounds for the Public Information Embedding Capacity
  Region Under Multiple Access Attacks",math.IT
"Adaptive Demodulation in Differentially Coherent Phase Systems: Design
  and Performance Analysis",math.IT
"Degraded Broadcast Diamond Channels with Non-Causal State Information at
  the Source",math.IT
